File/Column Name
vek_pohlavi.csv
kod_nadzsj_d
Obyvatelstvo celkem
Obyvatelstvo celkem - muži
Obyvatelstvo celkem - ženy
Obyvatelstvo - věk: 0 - 2  - celkem
Obyvatelstvo - věk: 0 - 2  - muži
Obyvatelstvo - věk: 0 - 2  - ženy
Obyvatelstvo - věk: 3 - 4  - celkem
Obyvatelstvo - věk: 3 - 4   - muži
Obyvatelstvo - věk: 3 - 4  - ženy
Obyvatelstvo - věk: 5  - 6 - celkem
Obyvatelstvo - věk: 5 - 6  - muži
Obyvatelstvo - věk: 5  - 6 -  ženy
Obyvatelstvo - věk: 7 - 9  - celkem
Obyvatelstvo - věk: 7 - 9  - muži
Obyvatelstvo - věk: 7 - 9  - ženy
Obyvatelstvo - věk: 10 - 14  - celkem
Obyvatelstvo - věk: 10 - 14  - muži
Obyvatelstvo - věk: 10 - 14  - ženy
Obyvatelstvo - věk: 15 - 17  - celkem
Obyvatelstvo - věk: 15 - 17  - muži
Obyvatelstvo - věk: 15 - 17  - ženy
Obyvatelstvo - věk: 18 - 19  - celkem
Obyvatelstvo - věk: 18 - 19  - muži
Obyvatelstvo - věk: 18 - 19  - ženy
Obyvatelstvo - věk: 20 - 24  - celkem
Obyvatelstvo - věk: 20 - 24  - muži
Obyvatelstvo - věk: 20 - 24  - ženy
Obyvatelstvo - věk: 25 - 29  - celkem
Obyvatelstvo - věk: 25 - 29  - muži
Obyvatelstvo - věk: 25 - 29  - ženy
Obyvatelstvo - věk: 30 - 34  - celkem
Obyvatelstvo - věk: 30 - 34  - muži
Obyvatelstvo - věk: 30 - 34  - ženy
Obyvatelstvo - věk: 35 - 39  - celkem
Obyvatelstvo - věk: 35 - 39  - muži
Obyvatelstvo - věk: 35 - 39  - ženy
Obyvatelstvo - věk: 40 - 44  - celkem
Obyvatelstvo - věk: 40 - 44  - muži
Obyvatelstvo - věk: 40 - 44  - ženy
Obyvatelstvo - věk: 45 - 49  - celkem
Obyvatelstvo - věk: 45 - 49  - muži
Obyvatelstvo - věk: 45 - 49  - ženy
Obyvatelstvo - věk: 50 - 54  - celkem
Obyvatelstvo - věk: 50 - 54  - muži
Obyvatelstvo - věk: 50 - 54  - ženy
Obyvatelstvo - věk: 55 - 59  - celkem
Obyvatelstvo - věk: 55 - 59  - muži
Obyvatelstvo - věk: 55 - 59  - ženy
Obyvatelstvo - věk: 60 - 64  - celkem
Obyvatelstvo - věk: 60 - 64  - muži
Obyvatelstvo - věk: 60 - 64  - ženy
Obyvatelstvo - věk: 65 - 69  - celkem
Obyvatelstvo - věk: 65 - 69  - muži
Obyvatelstvo - věk: 65 - 69  - ženy
Obyvatelstvo - věk: 70 - 74  - celkem
Obyvatelstvo - věk: 70 - 74  - muži
Obyvatelstvo - věk: 70 - 74  - ženy
Obyvatelstvo - věk: 75 - 79  - celkem
Obyvatelstvo - věk: 75 - 79  - muži
Obyvatelstvo - věk: 75 - 79  - ženy
Obyvatelstvo - věk: 80 - 84  - celkem
Obyvatelstvo - věk: 80 - 84  - muži
Obyvatelstvo - věk: 80 - 84  - ženy
Obyvatelstvo - věk: 85 a více  - celkem
Obyvatelstvo - věk: 85 a více  - muži
Obyvatelstvo - věk: 85 a více  - ženy
Obyvatelstvo - věk: 0 - 14  - celkem
Obyvatelstvo - věk: 0 - 14  - muži
Obyvatelstvo - věk: 0 - 14  - ženy
Obyvatelstvo - věk: 15 - 64  - celkem
Obyvatelstvo - věk: 15 - 64  - muži
Obyvatelstvo - věk: 15 - 64  - ženy
Obyvatelstvo - věk: 65 a více  - celkem
Obyvatelstvo - věk: 65 a více  - muži
Obyvatelstvo - věk: 65 a více  - ženy
Obyvatelstvo - průměrný věk  - celkem
Obyvatelstvo - průměrný věk  - muži
Obyvatelstvo - průměrný věk  - ženy
byty_velikost_vybaveni.csv
kod_nadzsj_d
 Obydlené byty v domech celkem - s 1 obytnou místností
Obydlené byty v rodinných domech  - s 1 obytnou místností
Obydlené byty v bytových domech  - s 1 obytnou místností
Počet osob v bytech celkem   - s 1 obytnou místností
Počet osob v bytech v rodinných domech - s 1 obytnou místností
Počet osob v bytech v bytových domech - s 1 obytnou místností
 Obydlené byty v domech celkem - se 2 obytnými místnostmi
Obydlené byty v rodinných domech - se 2 obytnými místnostmi
Obydlené byty v bytových domech   - se 2 obytnými místnostmi
Počet osob v bytech celkem  - se 2 obytnými místnostmi
Počet osob v bytech v rodinných domech - se 2 obytnými místnostmi
Počet osob v bytech v bytových domech - se 2 obytnými místnostmi
 Obydlené byty v domech celkem - se 3 obytnými místnostmi
Obydlené byty v rodinných domech - se 3 obytnými místnostmi
Obydlené byty v bytových domech   - se 3 obytnými místnostmi
Počet osob v bytech celkem  - se 3 obytnými místnostmi
Počet osob v bytech v rodinných domech - se 3 obytnými místnostmi
Počet osob v bytech v bytových domech - se 3 obytnými místnostmi
 Obydlené byty v domech celkem - se 4 obytnými místnostmi
Obydlené byty v rodinných domech - se 4 obytnými místnostmi
Obydlené byty v bytových domech   - se 4 obytnými místnostmi
Počet osob v bytech celkem  - se 4 obytnými místnostmi
Počet osob v bytech v rodinných domech - se 4 obytnými místnostmi
Počet osob v bytech v bytových domech - se 4 obytnými místnostmi
 Obydlené byty v domech celkem - s 5+  obytnými místnostmi
Obydlené byty v rodinných domech - s 5+ obytnými místnostmi
Obydlené byty v bytových domech   - s 5+ obytnými místnostmi
Počet osob v bytech celkem  - s  5+ obytnými místnostmi
Počet osob v bytech v rodinných domech - s 5+ obytnými místnostmi
Počet osob v bytech v bytových domech - s 5+ obytnými místnostmi
 Obydlené byty v domech celkem - plyn zaveden do bytu
Obydlené byty v rodinných domech  - plyn zaveden do bytu
Obydlené byty v bytových domech    - plyn zaveden do bytu
Počet osob v bytech celkem   - plyn zaveden do bytu
Počet osob v bytech v rodinných domech  - plyn zaveden do bytu
Počet osob v bytech v bytových domech  - plyn zaveden do bytu
 Obydlené byty v domech celkem - vodovod v bytě
Obydlené byty v rodinných domech  - vodovod v bytě
Obydlené byty v bytových domech    - vodovod v bytě
Počet osob v bytech celkem   - vodovod v bytě
Počet osob v bytech v rodinných domech  - vodovod v bytě
Počet osob v bytech v bytových domech  - vodovod v bytě
 Obydlené byty v domech celkem - s přípojem na kanalizační síť
Obydlené byty v rodinných domech  -  s přípojem na kanalizační síť
Obydlené byty v bytových domech    - s přípojem na kanalizační síť
Počet osob v bytech celkem   -  s přípojem na kanalizační síť
Počet osob v bytech v rodinných domech  -  s přípojem na kanalizační síť
Počet osob v bytech v bytových domech  -  s přípojem na kanalizační síť
" Obydlené byty v domech celkem - s žumpou, jímkou"
"Obydlené byty v rodinných domech  -  s žumpou, jímkou"
"Obydlené byty v bytových domech    - s žumpou, jímkou"
"Počet osob v bytech celkem   -  s žumpou, jímkou"
"Počet osob v bytech v rodinných domech  -  s žumpou, jímkou"
"Počet osob v bytech v bytových domech  -  s žumpou, jímkou"
Počet obytných místností(4 m2 a více) obydlených bytů v domech celkem
Počet obytných místností(4 m2 a více) obydlených bytů v rodinných domech 
Počet obytných místností(4 m2 a více) obydlených bytů v bytových domech 
Celková plocha obydlených bytů v m2 v domech celkem
Celková plocha obydlených bytů v m2 v rodinných domech 
Celková plocha obydlených bytů v m2 v bytových domech 
Průměrná plocha 1 obydleného bytu v m2 v domech celkem
Průměrná plocha 1 obydleného bytu v m2 v rodinných domech 
Průměrná plocha 1 obydleného bytu v m2 v bytových domech 
byty_vytapeni.csv
kod_nadzsj_d
Obydlené byty v domech celkem - způsob vytápění: ústřední (dálkové)
Obydlené byty v rodinných domech - způsob vytápění: ústřední (dálkové)
 Obydlené byty v bytových domech - způsob vytápění: ústřední (dálkové)
Počet osob v bytech celkem  - způsob vytápění: ústřední (dálkové)
Počet osob v bytech v rodinných domech - způsob vytápění: ústřední (dálkové)
Počet osob v bytech v bytových domech - způsob vytápění: ústřední (dálkové)
Obydlené byty v domech celkem - způsob vytápění: ústřední domovní
Obydlené byty v rodinných domech - způsob vytápění:  ústřední domovní
 Obydlené byty v bytových domech - způsob vytápění:  ústřední domovní
Počet osob v bytech celkem  - způsob vytápění: ústřední  domovní
Počet osob v bytech v rodinných domech - způsob vytápění: ústřední domovní
Počet osob v bytech v bytových domech - způsob vytápění: ústřední  domovní
"Obydlené byty v domech celkem - způsob vytápění: ústřední domovní - používaná energie: uhlí, koks, uhelné brikety"
"Obydlené byty v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: uhlí, koks, uhelné brikety"
" Obydlené byty v bytových domech - způsob vytápění: ústřední domovní - používaná energie: uhlí, koks, uhelné brikety"
"Počet osob v bytech celkem  - způsob vytápění: ústřední domovní - používaná energie: uhlí, koks, uhelné brikety "
"Počet osob v bytech v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: uhlí, koks, uhelné brikety"
"Počet osob v bytech v bytových domech - způsob vytápění: ústřední domovní - používaná energie: uhlí, koks, uhelné brikety"
"Obydlené byty v domech celkem - způsob vytápění: ústřední domovní - používaná energie: dřevo, dřevěné pelety"
"Obydlené byty v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: dřevo, dřevěné pelety"
" Obydlené byty v bytových domech - způsob vytápění: ústřední domovní - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech celkem  - způsob vytápění: ústřední domovní - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech v bytových domech - způsob vytápění: ústřední domovní - používaná energie: dřevo, dřevěné pelety"
Obydlené byty v domech celkem - způsob vytápění: ústřední domovní - používaná energie: plyn
Obydlené byty v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: plyn 
 Obydlené byty v bytových domech - způsob vytápění: ústřední domovní - používaná energie: plyn 
Počet osob v bytech celkem  - způsob vytápění: ústřední domovní - používaná energie: plyn 
Počet osob v bytech v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: plyn
Počet osob v bytech v bytových domech - způsob vytápění: ústřední domovní - používaná energie: plyn
Obydlené byty v domech celkem - způsob vytápění: ústřední domovní - používaná energie: elektřina
Obydlené byty v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: elektřina
 Obydlené byty v bytových domech - způsob vytápění: ústřední domovní -  používaná energie: elektřina
Počet osob v bytech celkem  - způsob vytápění: ústřední domovní - používaná energie: elektřina
Počet osob v bytech v rodinných domech - způsob vytápění: ústřední domovní - používaná energie: elektřina
Počet osob v bytech v bytových domech - způsob vytápění: ústřední domovní - používaná energie: elektřina
Obydlené byty v domech celkem - způsob vytápění: ústřední s vlastním zdrojem (v bytě)
Obydlené byty v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě)
 Obydlené byty v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) 
Počet osob v bytech celkem  - způsob vytápění: ústřední s vlastním zdrojem (v bytě) 
Počet osob v bytech v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) 
Počet osob v bytech v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) 
"Obydlené byty v domech celkem - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: uhlí, koks, uhelné brikety"
"Obydlené byty v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: uhlí, koks, uhelné brikety"
" Obydlené byty v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: uhlí, koks, uhelné brikety"
"Počet osob v bytech celkem  - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: uhlí, koks, uhelné brikety "
"Počet osob v bytech v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: uhlí, koks, uhelné brikety"
"Počet osob v bytech v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: uhlí, koks, uhelné brikety"
"Obydlené byty v domech celkem - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: dřevo, dřevěné pelety"
"Obydlené byty v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: dřevo, dřevěné pelety"
" Obydlené byty v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech celkem  - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: dřevo, dřevěné pelety"
Obydlené byty v domech celkem - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: plyn
Obydlené byty v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: plyn 
 Obydlené byty v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: plyn 
Počet osob v bytech celkem  - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: plyn 
Počet osob v bytech v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: plyn
Počet osob v bytech v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: plyn
Obydlené byty v domech celkem - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: elektřina
Obydlené byty v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: elektřina
 Obydlené byty v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: elektřina
Počet osob v bytech celkem  - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: elektřina
Počet osob v bytech v rodinných domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: elektřina
Počet osob v bytech v bytových domech - způsob vytápění: ústřední s vlastním zdrojem (v bytě) - používaná energie: elektřina
Obydlené byty v domech celkem - způsob vytápění: kamna 
Obydlené byty v rodinných domech - způsob vytápění: kamna 
 Obydlené byty v bytových domech - způsob vytápění: kamna 
Počet osob v bytech celkem  - způsob vytápění: kamna 
Počet osob v bytech v rodinných domech - způsob vytápění: kamna 
Počet osob v bytech v bytových domech - způsob vytápění: kamna 
"Obydlené byty v domech celkem - způsob vytápění: kamna - používaná energie: uhlí, koks, uhelné brikety"
"Obydlené byty v rodinných domech - způsob vytápění: kamna - používaná energie: uhlí, koks, uhelné brikety"
" Obydlené byty v bytových domech - způsob vytápění: kamna - používaná energie: uhlí, koks, uhelné brikety"
"Počet osob v bytech celkem  - způsob vytápění: kamna - používaná energie: uhlí, koks, uhelné brikety "
"Počet osob v bytech v rodinných domech - způsob vytápění: kamna - používaná energie: uhlí, koks, uhelné brikety"
"Počet osob v bytech v bytových domech - způsob vytápění: kamna - používaná energie: uhlí, koks, uhelné brikety"
"Obydlené byty v domech celkem - způsob vytápění: kamna - používaná energie: dřevo, dřevěné pelety"
"Obydlené byty v rodinných domech - způsob vytápění: kamna - používaná energie: dřevo, dřevěné pelety"
" Obydlené byty v bytových domech - způsob vytápění: kamna - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech celkem  - způsob vytápění: kamna - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech v rodinných domech - způsob vytápění: kamna - používaná energie: dřevo, dřevěné pelety"
"Počet osob v bytech v bytových domech - způsob vytápění: kamna - používaná energie: dřevo, dřevěné pelety"
Obydlené byty v domech celkem - způsob vytápění: kamna - používaná energie: plyn
Obydlené byty v rodinných domech - způsob vytápění: kamna - používaná energie: plyn 
 Obydlené byty v bytových domech - způsob vytápění: kamna - používaná energie: plyn 
Počet osob v bytech celkem  - způsob vytápění: kamna - používaná energie: plyn 
Počet osob v bytech v rodinných domech - způsob vytápění: kamna - používaná energie: plyn
Počet osob v bytech v bytových domech - způsob vytápění: kamna - používaná energie: plyn
Obydlené byty v domech celkem - způsob vytápění: kamna - používaná energie: elektřina
Obydlené byty v rodinných domech - způsob vytápění: kamna - používaná energie: elektřina
 Obydlené byty v bytových domech - způsob vytápění: kamna - používaná energie: elektřina
Počet osob v bytech celkem  - způsob vytápění: kamna - používaná energie: elektřina
Počet osob v bytech v rodinných domech - způsob vytápění: kamna - používaná energie: elektřina
Počet osob v bytech v bytových domech - způsob vytápění: kamna - používaná energie: elektřina
zamestnani.csv
kod_nadzsj_d
Zaměstnaní celkem
